address,choice,balance,timestamp,dateUtc,authorIpfsHash,relayerIpfsHash
0x0C5E87683C1e5aba053b47F0F724CC40692DaF47,2,33.06893588222195,1620423906,"Fri, 07 May 2021 21:45:06 GMT",QmUDre3m1qKgnqJoRerj2WRELPejfb9niYoHymovs6Y2MK,QmTYbhyYLbKXyKx3kANCzWuTbxgnCyxdpEaBuXseFPQo82
0x719A86aD885bBca26A374e3F230B933F2289aa9D,1,0.1,1620424154,"Fri, 07 May 2021 21:49:14 GMT",QmNvaeeAkd3K2XgFyQt9aikLhSLpizk3K3cpHFyAGfKmZW,QmRqFPQJ1zv8KhcMtJpXei8586QYx1UeXoJtTA9cgGsk2Q
0xB5d732D7D494D915BC4EdCd8B64Db756d2C91CFC,2,41.66551059045112,1620424600,"Fri, 07 May 2021 21:56:40 GMT",QmUS6jzXcfYzBAAwLbrWKKJ4AdotfojZQkXDaStMPxHha7,QmQt8hkzykvPxECw2Us7pExCAxvA55PWGQWXWij3zPYcM9
0x0F46540678c7e6D2eF983B382CC07Fa815AB148c,1,212.46203907887954,1620427512,"Fri, 07 May 2021 22:45:12 GMT",QmeXRMtBo6CJrGxPBm2Wmg3NBCjrD3TJKmWcMsjMvNw3Aw,QmQFRK1dNyr75G2twHRABULM2WssazF74vvGqHg4LckVGn
0xCED608Aa29bB92185D9b6340Adcbfa263DAe075b,2,551.3999579631668,1620428065,"Fri, 07 May 2021 22:54:25 GMT",QmfTRbteL2mt4AqBKFstbNuRq5uf6WrvfDnxRe8YaEHDad,QmaZdHeJvpxWyfL6HNYV2ycGq38W2X5EHnmF2fFdeRPGLt
0x78E87757861185Ec5e8C0EF6BF0C69Fa7832df6C,2,91.25819315465776,1620430772,"Fri, 07 May 2021 23:39:32 GMT",QmbLXwb2SdMY3zvcBSZiqGpkogMtfAYqDxAN6Fzn5fGHoE,Qme2V7dVg6cG9reVGU5JsviJy8tG8eiugfUctXnBmQGbyN
0xE58585B22cC2aC4270a2b92c2D2d8C5dB5A3330E,2,22.13066416537454,1620430903,"Fri, 07 May 2021 23:41:43 GMT",QmSWzcnHnd8nL7EA2AqEsfZJB5VkzTpB5G9xMumy18meFC,QmWqSS8Gq2XhjoYDBGXuoJEggXZkwc5sihkRoo9yhB8NwX
0xBb3cb257380E1052eD4CD9f20E7c421Eb5bdbEAB,1,25.386582211518892,1620432038,"Sat, 08 May 2021 00:00:38 GMT",QmX3JkfBN83cWGucEpsLnpSA2HaE2c1Q2fzaq7KR9NHrGt,QmecJ6GXjpYhfUB4C7MuPSNtbYm8tdHdD95gq8QNd94RNo
0x436Bb9e1f02C9cA7164afb5753C03c071430216d,2,100.03925757619672,1620439158,"Sat, 08 May 2021 01:59:18 GMT",QmQkXSji5zViCsvfMw2kzePxL3besfWzqwRqjd34hURmnB,QmQFDi8rewJfgeaXqVBZfwL6ToUq6Ysd1qzLnTwevaJJb9
0x0f11796c594c7BDAcf600bbD46F10d2aEd2A37b5,2,257.33319758469236,1620442415,"Sat, 08 May 2021 02:53:35 GMT",QmfToTgUrW7orzpytTUPyZiiqK1WAtM8kiUbzPpWWkjtTg,QmREijXWK6zum6DAwFMiLTu6EhLCegEcuKryxpM9Ttd2eQ
0x87E5323746F79B8FA9b647ad027c63e4E159ba7e,2,150.00005166461588,1620442459,"Sat, 08 May 2021 02:54:19 GMT",QmVDiHWPvzjstHJKoGoZTC4vfpX2gmpJEJNAJkGxNC9rH9,QmQSvoZCCrKUm9xTv4vf2fnkydG3xvq2k5NdT1AUV8G6Jq
0x680144e95900B715215eD288423DE7cF5eAaFA2f,2,116.65487715173111,1620451115,"Sat, 08 May 2021 05:18:35 GMT",QmNccFEWSDLWP5GN7ecJ3sovj8fQZVCb8L5MTQaNthZKmE,QmYbyH4i4vQ4GwuMzaMP6U9ueYydpBfYz1vdXpqZnGPScd
0xfA7C324CB1d3b0128fEAa246c93417829Bc23809,1,9131.911861479999,1620455105,"Sat, 08 May 2021 06:25:05 GMT",QmNT2TH2rpuNPR8gF8tPjNEhvtoC1193ux4vECpp5pbE3p,QmWtNRYsfBjfKdu9r9w9MyHtkgXTZkaENc4Y5pfiNMhrAh
0x3Ef93b6A68fcdDE7C2b3dc817d54221FA829D4a7,2,100.2645332160859,1620460021,"Sat, 08 May 2021 07:47:01 GMT",QmfRCK2tFcfERSj13f4WEnF4o4P3mT9MG266N6u3gdbHpe,QmTX6ATbWCAhsFBsi66meBVJo7UVwPTyJfdnyJV79hcWe1
0xB9b93bF2DB3678b010E71Ef701d763Aee144E93E,1,0.026419188767894584,1620466938,"Sat, 08 May 2021 09:42:18 GMT",QmcuZKnwYmmn2Aa7DopaKunwnrsEVRGdk3JsvjpfJmGWo7,QmSesKE7WUZvAyz2RJ3BxRqWECtnUMV2gK1Pcwd1ZrSJHf
0xdCAd95C9894d80fB30817F59e7619Fd9128f64d1,1,0.000054393764410089,1620467250,"Sat, 08 May 2021 09:47:30 GMT",QmdtqY7pHfSoZRdxqsgZ1VsbqVZDWL7yfsvKhbFgYuoUsX,Qme3cwxfTFXqNiJyEr2vfTtt6FMFq1Fb5UovXCm5moGXjy
0xF196836B53E8f03E32f5186C7909aCbb8B742615,1,0.000038449332763702,1620467281,"Sat, 08 May 2021 09:48:01 GMT",QmXMMFLBUhJo6c3NZP2Yu1d7vZJJNWY3ormoD5YXMQpArw,QmYcpu6whk8aJDfmjzfPUrZZnRksrSsLBHEYkXJ68c2efM
0x513b4Fb84dF4f8E05C05cDCbbB8D04c482ec0b4B,1,0.000969517513571843,1620467341,"Sat, 08 May 2021 09:49:01 GMT",QmcF744DQQJRfSM63Wyw3ZXZUc32LyWT67h3WdCmPf6PTM,QmeNRS8acKe4XDXxJC4BjEW8M7NQyqeN9f8rWHrrpw5ZM3
0xC34D931CC6290DaE177a6Fc645DB444a132A442f,1,0.000025157583521758,1620467667,"Sat, 08 May 2021 09:54:27 GMT",QmYvXP5JL5KrpQcbbtEYdJqcNWufckgDuwzos9NbVkTKhi,Qmc7vcZAdXD8sRbbPPJPWec47TcZophLJnq6ydvXDacUtN
0xCE436E5B28918Df04ED04D14B06081797e31Ed77,1,0.005259207219051529,1620467728,"Sat, 08 May 2021 09:55:28 GMT",QmZkqKFAbp187zFE5Vrb3daPdN1h4S6mYrgfups1Q8HzAL,Qmbwqriydb1pw1aS7pM3EjfUFs6QCtfWx5qZbbvJUTyh77
0xdED77410241c3bCC3997C1F92ad622b9eacB2c6d,1,0.000018110867440041,1620467783,"Sat, 08 May 2021 09:56:23 GMT",QmSCZjKmHbKnPJXxqztp12cLpinP8tCH6vSckNzJLbNfx8,QmXwCGMKThhzGHH19PJ4Yd1KYc9tp1wbypPbRpHqa6Lh8y
0x12734f36E365ed769B16b4157e26B9Ee7180E8CA,1,0.000216452137555281,1620467851,"Sat, 08 May 2021 09:57:31 GMT",QmQdk8HB5csrwFL9zsFSKN9xUSVDWck6mH4Y1eDz2Mcg8q,Qmet2y4yBP9ZctcTyjenXqQQdBWUjNTix2TxSEkwHp7mv3
0xAf72E36d1d16aE80b6811a99909cb92396d18777,1,0.000002167960895711,1620467966,"Sat, 08 May 2021 09:59:26 GMT",QmdSRV4fBhq8VgjqaMRQdTGFPYEn5iGANFXcWqtFjmv4cF,QmRqqFaCvqGFwrzkvmz9xnPY1cZpX2YNzXgErEM2ERSMfp
0x12cb4ca94136b6e8Fb11636c55F47d0885f3Dc64,1,0.003502452003007372,1620467977,"Sat, 08 May 2021 09:59:37 GMT",QmZXGLraKZaaNsXCzzVTUKC76jX6byZ8z37S5k9eNN7roF,QmPbFEfbR2LE3NeK9kRtZCMgDfo2fS5ETkxzKpX3u3zSEM
0x9e2214445E91124DC6bC02BCd75e17163831be12,1,0.001,1620468034,"Sat, 08 May 2021 10:00:34 GMT",QmcThVUE7dVRvi8c1WWqBTUtTM2L5xwwVviD1yVNpmJ6Wj,QmeKPLAnx2RardDLWWpLbRcEwdxpCDr5QDGCu95d315Dsc
0xcb40B04b2ED4B6F370fF087764E2F762B260d7d9,1,0.001,1620468050,"Sat, 08 May 2021 10:00:50 GMT",QmbVgXdBVAzLkn6bCPbsRrwwBe4X1J4Bc9b12m7LxgDeWK,QmWKcLBDwk9bpDDRiowGEyGnTiMExKrpF7LegzfXqj716M
0x665aE64cC132eEE0820e287697A2eb45570dE799,1,0.001,1620468057,"Sat, 08 May 2021 10:00:57 GMT",QmU4Rxr8aH2H9woWbb9YYsiUiRvCEMQSLDtjV3EPhRLUhz,QmZVEpX97riAPv25UFeULF3rSE8arq8yUDjgsFA9qa63Xi
